fips	state	county	population	percent_fair_or_poor_health
37121	North Carolina	Mitchell	3168	15.9471906
37123	North Carolina	Montgomery	5992	19.89942109
37125	North Carolina	Moore	21722	15.07736199
37127	North Carolina	Nash	21668	19.67472794
37129	North Carolina	New Hanover	58162	15.82548219
37131	North Carolina	Northampton	4020	23.45546452
37133	North Carolina	Onslow	55538	18.04713843
37135	North Carolina	Orange	34636	14.29149214
37137	North Carolina	Pamlico	2611	17.51114513
37139	North Carolina	Pasquotank	10018	18.8921094
37141	North Carolina	Pender	14022	16.82226705
37143	North Carolina	Perquimans	2644	17.82130568
37145	North Carolina	Person	9082	18.74931458
37147	North Carolina	Pitt	45188	18.37178002
37149	North Carolina	Polk	3683	14.56292343
37151	North Carolina	Randolph	33900	18.33824626
37153	North Carolina	Richmond	10754	22.15268764
37155	North Carolina	Robeson	33049	30.0376264
37157	North Carolina	Rockingham	20478	17.97256227
37159	North Carolina	Rowan	33588	18.16685016
37161	North Carolina	Rutherford	14440	18.82277226
37163	North Carolina	Sampson	14959	22.73534687
37165	North Carolina	Scotland	8505	24.39727814
37167	North Carolina	Stanly	14440	16.46811425
37169	North Carolina	Stokes	10086	14.94975054
37171	North Carolina	Surry	15913	18.94560976
37173	North Carolina	Swain	3314	21.40575827
37175	North Carolina	Transylvania	6362	16.32592321
37177	North Carolina	Tyrrell	964	23.02357292
37179	North Carolina	Union	53924	13.91028369
37181	North Carolina	Vance	9974	23.88003114
37183	North Carolina	Wake	313532	13.39175989
37185	North Carolina	Warren	3867	22.94193221
37187	North Carolina	Washington	2265	23.91468955
37189	North Carolina	Watauga	10713	18.00571924
37191	North Carolina	Wayne	31024	20.7574487
37193	North Carolina	Wilkes	15185	17.57816815
37195	North Carolina	Wilson	19201	21.26367722
37197	North Carolina	Yadkin	8313	17.35559765
37199	North Carolina	Yancey	3694	18.17835364
38000	North Dakota		199407	15.12232985
38001	North Dakota	Adams	469	13.14331545
38003	North Dakota	Barnes	2217	11.99971658
38005	North Dakota	Benson	1449	24.39876786
38007	North Dakota	Billings	253	12.11968477
38009	North Dakota	Bottineau	1316	14.74338056
38011	North Dakota	Bowman	700	11.55369971
38013	North Dakota	Burke	526	12.62602382
38015	North Dakota	Burleigh	25433	12.02678986
38017	North Dakota	Cass	52454	13.46947229
38019	North Dakota	Cavalier	652	13.36208611
38021	North Dakota	Dickey	1035	11.45482327
38023	North Dakota	Divide	424	13.63018793
38025	North Dakota	Dunn	1004	12.98727906
38027	North Dakota	Eddy	494	15.29533274
38029	North Dakota	Emmons	519	14.76883751
38031	North Dakota	Foster	672	12.37610558
38033	North Dakota	Golden Valley	363	14.93503602
38035	North Dakota	Grand Forks	18267	14.85710395
38037	North Dakota	Grant	431	14.31946684
38039	North Dakota	Griggs	427	13.23390357
38041	North Dakota	Hettinger	603	12.78729372
38043	North Dakota	Kidder	502	13.96632219
38045	North Dakota	LaMoure	733	13.61231585
38047	North Dakota	Logan	325	12.25298667
38049	North Dakota	McHenry	1320	12.80811387
38051	North Dakota	McIntosh	432	13.84944497
38053	North Dakota	McKenzie	3583	13.92952372
38055	North Dakota	McLean	2037	14.42030804
38057	North Dakota	Mercer	1834	12.25919935
38059	North Dakota	Morton	8605	13.55992145
38061	North Dakota	Mountrail	2817	16.44065431
38063	North Dakota	Nelson	524	12.92370571
38065	North Dakota	Oliver	321	11.14792868
38067	North Dakota	Pembina	1451	12.83151564
38069	North Dakota	Pierce	874	15.02771647
38071	North Dakota	Ramsey	2532	14.32002283
38073	North Dakota	Ransom	1072	13.58940585
38075	North Dakota	Renville	574	12.3197867
38077	North Dakota	Richland	3459	12.65901688
38079	North Dakota	Rolette	3344	29.80074407
38081	North Dakota	Sargent	880	12.32347232
38083	North Dakota	Sheridan	242	14.7373132
38085	North Dakota	Sioux	1093	33.72828227
38087	North Dakota	Slope	130	12.43932278
38089	North Dakota	Stark	8942	12.05672537
38091	North Dakota	Steele	326	11.01345808
38093	North Dakota	Stutsman	4985	12.9996087
38095	North Dakota	Towner	444	15.01450757
38097	North Dakota	Traill	1704	12.65556326
38099	North Dakota	Walsh	2310	14.60362953
38101	North Dakota	Ward	20629	13.68335381
38103	North Dakota	Wells	679	12.73521554
38105	North Dakota	Williams	10996	14.71321686
39000	Ohio		2899034	17.99517423
39001	Ohio	Adams	6302	22.30002771
39003	Ohio	Allen	24828	16.50271233
39005	Ohio	Ashland	11458	16.79256108
39007	Ohio	Ashtabula	22414	16.77389378
39009	Ohio	Athens	14656	20.61843386
39011	Ohio	Auglaize	10239	14.56699582
39013	Ohio	Belmont	16762	18.02242224
39015	Ohio	Brown	10243	17.2854731
39017	Ohio	Butler	90122	16.47248356
39019	Ohio	Carroll	5845	16.20602641
39021	Ohio	Champaign	8867	15.83506196
39023	Ohio	Clark	30480	19.29054586
39025	Ohio	Clermont	50503	15.0663542
39027	Ohio	Clinton	9583	16.664872
39029	Ohio	Columbiana	23999	17.4826152
39031	Ohio	Coshocton	8333	19.15616945
39033	Ohio	Crawford	9489	16.88451682
39035	Ohio	Cuyahoga	314364	18.48035718
39037	Ohio	Darke	11230	16.36454092
39039	Ohio	Defiance	8989	15.86733428
39041	Ohio	Delaware	49879	12.57063166
39043	Ohio	Erie	16275	17.23007975
39045	Ohio	Fairfield	37884	14.75983923
39047	Ohio	Fayette	6921	17.29688646
39049	Ohio	Franklin	400978	16.55230393
39051	Ohio	Fulton	9588	15.03420619
39053	Ohio	Gallia	6984	20.67818006
39055	Ohio	Geauga	17551	13.18581738
39057	Ohio	Greene	40641	16.43251907
39059	Ohio	Guernsey	8859	18.65782081
39061	Ohio	Hamilton	216843	18.29801466
39063	Ohio	Hancock	18937	14.44343736
39065	Ohio	Hardin	6728	17.07773901
39067	Ohio	Harrison	3208	18.17359753
39069	Ohio	Henry	6367	14.75739464
39071	Ohio	Highland	10024	19.48092759
39073	Ohio	Hocking	6479	16.33290821
39075	Ohio	Holmes	10201	15.74612018
39077	Ohio	Huron	13815	17.75208948
39079	Ohio	Jackson	8087	22.81950951
39081	Ohio	Jefferson	14310	20.56690365
39083	Ohio	Knox	13293	15.43404865
39085	Ohio	Lake	53300	15.15515571
39087	Ohio	Lawrence	14797	23.96244541
39089	Ohio	Licking	40747	16.07862161
39091	Ohio	Logan	10482	17.49819833
39093	Ohio	Lorain	71341	16.42928179
39095	Ohio	Lucas	110559	19.12857208
39097	Ohio	Madison	12107	15.74632054
39099	Ohio	Mahoning	52484	17.84928051
39101	Ohio	Marion	16994	17.22180712
39103	Ohio	Medina	41495	11.99772646
39105	Ohio	Meigs	5402	20.18184148
39107	Ohio	Mercer	8926	15.17003454
39109	Ohio	Miami	24883	14.89745264
39111	Ohio	Monroe	2953	18.727972
39113	Ohio	Montgomery	131578	18.99586672
39115	Ohio	Morgan	3203	20.47471463
39117	Ohio	Morrow	7933	15.99236794
39119	Ohio	Muskingum	20273	18.91889615
39121	Ohio	Noble	3232	15.79766822
39123	Ohio	Ottawa	8065	14.40064305
39125	Ohio	Paulding	4314	15.44419455
39127	Ohio	Perry	8571	18.36067665
39129	Ohio	Pickaway	15352	16.94431856
39131	Ohio	Pike	6611	20.58814076
39133	Ohio	Portage	35533	15.81188949
39135	Ohio	Preble	9409	16.38988529
39137	Ohio	Putnam	7466	13.59532175
39139	Ohio	Richland	29163	19.73261879
39141	Ohio	Ross	19921	19.78033448
39143	Ohio	Sandusky	13580	18.1630745
39145	Ohio	Scioto	19199	23.2401119
39147	Ohio	Seneca	12742	15.55995978
39149	Ohio	Shelby	11352	15.57133799
39151	Ohio	Stark	86076	16.62667229
39153	Ohio	Summit	134001	17.39393631
39155	Ohio	Trumbull	44871	17.69096173
39157	Ohio	Tuscarawas	21514	16.11180871
39159	Ohio	Union	15520	13.80085438
39161	Ohio	Van Wert	6467	16.21141098
39163	Ohio	Vinton	3113	20.24708028
39165	Ohio	Warren	56870	12.3829811
39167	Ohio	Washington	13569	18.69192308
39169	Ohio	Wayne	26550	16.60010665
39171	Ohio	Williams	8684	16.95732025
39173	Ohio	Wood	30152	16.6172403
39175	Ohio	Wyandot	5122	16.00526203
40000	Oklahoma		1023155	20.80582755
40001	Oklahoma	Adair	5356	28.54465175
40003	Oklahoma	Alfalfa	1509	16.7448195
40005	Oklahoma	Atoka	3480	22.1474752
40007	Oklahoma	Beaver	1226	19.56027755
40009	Oklahoma	Beckham	6308	18.53666773
40011	Oklahoma	Blaine	2535	20.01829264
40013	Oklahoma	Bryan	11579	19.56777206
40015	Oklahoma	Caddo	7225	22.36783586
40017	Oklahoma	Canadian	39775	14.52842731
40019	Oklahoma	Carter	12147	22.46864563
40021	Oklahoma	Cherokee	11310	25.34320743
40023	Oklahoma	Choctaw	3202	27.696388
40025	Oklahoma	Cimarron	513	21.65583333
40027	Oklahoma	Cleveland	77040	15.51581038
40029	Oklahoma	Coal	1200	21.21785166
40031	Oklahoma	Comanche	35195	22.01363476
40033	Oklahoma	Cotton	1348	19.31658988
40035	Oklahoma	Craig	3484	22.09940287
40037	Oklahoma	Creek	16909	18.97290673
40039	Oklahoma	Custer	6932	19.90921499
40041	Oklahoma	Delaware	8444	22.10734006
40043	Oklahoma	Dewey	1028	19.76477718
40045	Oklahoma	Ellis	847	19.35870447
40047	Oklahoma	Garfield	15900	18.4956761
40049	Oklahoma	Garvin	6745	22.20799663
40051	Oklahoma	Grady	13466	17.63930638
40053	Oklahoma	Grant	887	15.51672144
40055	Oklahoma	Greer	1723	21.86463628
40057	Oklahoma	Harmon	704	22.21625937
40059	Oklahoma	Harper	1012	19.18093537
40061	Oklahoma	Haskell	2910	21.35682393
40063	Oklahoma	Hughes	3448	22.40694457
40065	Oklahoma	Jackson	6860	20.4538885
40067	Oklahoma	Jefferson	1370	21.86691258
40069	Oklahoma	Johnston	2487	22.02781388
40071	Oklahoma	Kay	10348	20.43083795
40073	Oklahoma	Kingfisher	3821	17.57371047
40075	Oklahoma	Kiowa	2010	22.81718961
40077	Oklahoma	Latimer	2257	22.65447839
40079	Oklahoma	Le Flore	12044	22.26485253
40081	Oklahoma	Lincoln	7814	19.10299959
40083	Oklahoma	Logan	11214	18.58613167
40085	Oklahoma	Love	2207	19.89065859
40087	Oklahoma	McClain	9869	16.52929575
40089	Oklahoma	McCurtain	7725	25.14086651
40091	Oklahoma	McIntosh	3988	22.62364642
40093	Oklahoma	Major	1739	16.52314294
40095	Oklahoma	Marshall	3422	21.30211501
40097	Oklahoma	Mayes	9553	21.80861287
40099	Oklahoma	Murray	3243	19.27114899
40101	Oklahoma	Muskogee	17323	23.69275055
40103	Oklahoma	Noble	2580	17.00974109
40105	Oklahoma	Nowata	2360	19.76338503
40107	Oklahoma	Okfuskee	2986	24.61424724
40109	Oklahoma	Oklahoma	222895	19.21280447
40111	Oklahoma	Okmulgee	8940	23.30710776
40113	Oklahoma	Osage	10863	20.20899878
40115	Oklahoma	Ottawa	7209	23.62340539
40117	Oklahoma	Pawnee	3645	20.0349508
40119	Oklahoma	Payne	19530	19.93797959
40121	Oklahoma	Pittsburg	11218	20.65658426
40123	Oklahoma	Pontotoc	9738	20.43818072
40125	Oklahoma	Pottawatomie	17992	18.99365252
40127	Oklahoma	Pushmataha	2331	23.14500722
40129	Oklahoma	Roger Mills	799	17.79278358
40131	Oklahoma	Rogers	22068	17.28020709
40133	Oklahoma	Seminole	5669	23.99334014
40135	Oklahoma	Sequoyah	9732	25.45395017
40137	Oklahoma	Stephens	10424	18.65140938
40139	Oklahoma	Texas	5545	23.65779077
40141	Oklahoma	Tillman	1628	23.96732144
40143	Oklahoma	Tulsa	177156	16.63444396
40145	Oklahoma	Wagoner	20015	18.77367647
40147	Oklahoma	Washington	12431	18.40884058
40149	Oklahoma	Washita	2674	17.24500049
40151	Oklahoma	Woods	2331	17.63667062
40153	Oklahoma	Woodward	5715	16.4346019
41000	Oregon		1110222	16.73356981
41001	Oregon	Baker	3486	14.8188805
41003	Oregon	Benton	20682	13.5712761
41005	Oregon	Clackamas	101695	11.78893142
41007	Oregon	Clatsop	9069	14.68538512
41009	Oregon	Columbia	11801	13.5540601
41011	Oregon	Coos	13147	16.32785302
41013	Oregon	Crook	4836	15.98455455
41015	Oregon	Curry	4087	16.01021623
41017	Oregon	Deschutes	46920	12.97575324
41019	Oregon	Douglas	22916	15.12760447
41021	Oregon	Gilliam	385	13.85749511
41023	Oregon	Grant	1390	14.09221788
41025	Oregon	Harney	1568	15.66321134
41027	Oregon	Hood River	5851	15.85034476
41029	Oregon	Jackson	51346	15.84366152
41031	Oregon	Jefferson	5334	19.61247218
41033	Oregon	Josephine	17611	16.07374084
41035	Oregon	Klamath	15246	17.60503499
41037	Oregon	Lake	1679	17.68777326
41039	Oregon	Lane	90959	15.11288231
41041	Oregon	Lincoln	9356	16.37081515
41043	Oregon	Linn	30755	14.17093576
41045	Oregon	Malheur	7776	20.87213403
41047	Oregon	Marion	88326	18.19102339
41049	Oregon	Morrow	2485	18.13801672
41051	Oregon	Multnomah	279475	14.78115376
41053	Oregon	Polk	18740	14.88418047
41055	Oregon	Sherman	339	13.55213021
41057	Oregon	Tillamook	5480	14.13909532
41059	Oregon	Umatilla	20069	18.04581263
41061	Oregon	Union	5853	15.69839849
41063	Oregon	Wallowa	1412	13.45435061
41065	Oregon	Wasco	6143	15.33703281
41067	Oregon	Washington	177782	12.22204583
41069	Oregon	Wheeler	204	16.75764243
41071	Oregon	Yamhill	26019	13.73664804
42000	Pennsylvania		3162970	17.53152844
42001	Pennsylvania	Adams	21997	15.31565933
42003	Pennsylvania	Allegheny	326920	12.73156789
42005	Pennsylvania	Armstrong	14453	16.27617851
42007	Pennsylvania	Beaver	37997	14.95193028
42009	Pennsylvania	Bedford	10214	15.52174441
42011	Pennsylvania	Berks	98852	18.21500451
42013	Pennsylvania	Blair	29141	16.43820597
42015	Pennsylvania	Bradford	13009	16.07554376
42017	Pennsylvania	Bucks	142222	12.35475483
42019	Pennsylvania	Butler	42914	13.57096933
42021	Pennsylvania	Cambria	28584	16.71259662
42023	Pennsylvania	Cameron	855	15.95044048
42025	Pennsylvania	Carbon	14296	16.70042888
42027	Pennsylvania	Centre	39631	15.25200973
42029	Pennsylvania	Chester	122780	13.00806522
42031	Pennsylvania	Clarion	8481	16.82432562
42033	Pennsylvania	Clearfield	19503	17.91719499
42035	Pennsylvania	Clinton	8314	15.73038275
42037	Pennsylvania	Columbia	13721	16.84590991
42039	Pennsylvania	Crawford	18757	16.08107981
42041	Pennsylvania	Cumberland	62485	13.65706367
42043	Pennsylvania	Dauphin	70300	17.38685332
42045	Pennsylvania	Delaware	139477	15.29449696
42047	Pennsylvania	Elk	6203	15.56145301
42049	Pennsylvania	Erie	66919	18.19601049
42051	Pennsylvania	Fayette	30954	18.179878
42053	Pennsylvania	Forest	2877	18.09198572
42055	Pennsylvania	Franklin	36619	14.94683365
42057	Pennsylvania	Fulton	3212	15.57108932
42059	Pennsylvania	Greene	9126	15.88319215
42061	Pennsylvania	Huntingdon	10893	16.63607095
42063	Pennsylvania	Indiana	17307	17.2203629
42065	Pennsylvania	Jefferson	9866	16.30742586
42067	Pennsylvania	Juniata	5547	16.26000564
42069	Pennsylvania	Lackawanna	50152	16.87782193
42071	Pennsylvania	Lancaster	130720	16.20843411
42073	Pennsylvania	Lawrence	18768	16.80487332
42075	Pennsylvania	Lebanon	32209	15.69489589
42077	Pennsylvania	Lehigh	91848	18.13200319
42079	Pennsylvania	Luzerne	75992	17.47078795
42081	Pennsylvania	Lycoming	27769	16.19810963
42083	Pennsylvania	McKean	9871	17.69061186
42085	Pennsylvania	Mercer	23470	15.89990122
42087	Pennsylvania	Mifflin	10022	16.16341277
42089	Pennsylvania	Monroe	36250	16.4076228
42091	Pennsylvania	Montgomery	204279	11.75954019
42093	Pennsylvania	Montour	4516	13.88612742
42095	Pennsylvania	Northampton	70616	14.70930485
42097	Pennsylvania	Northumberland	21852	18.43583152
42099	Pennsylvania	Perry	10722	14.25644472
42101	Pennsylvania	Philadelphia	487364	21.65549441
42103	Pennsylvania	Pike	11133	15.9709716
42105	Pennsylvania	Potter	3335	16.89065342
42107	Pennsylvania	Schuylkill	34628	16.91948871
42109	Pennsylvania	Snyder	8937	16.21934872
42111	Pennsylvania	Somerset	17419	15.87854966
42113	Pennsylvania	Sullivan	1181	15.44635825
42115	Pennsylvania	Susquehanna	8322	16.0629684
42117	Pennsylvania	Tioga	8957	14.95057413
42119	Pennsylvania	Union	11054	16.1825467
42121	Pennsylvania	Venango	11038	16.42451599
42123	Pennsylvania	Warren	8273	15.8670542
42125	Pennsylvania	Washington	46588	14.39511872
42127	Pennsylvania	Wayne	11372	15.41329601
42129	Pennsylvania	Westmoreland	75596	15.74583857
42131	Pennsylvania	Wyoming	6065	15.36188846
42133	Pennsylvania	York	108226	14.70234574
44000	Rhode Island		266288	16.37673656
44001	Rhode Island	Bristol	10164	11.42361335
44003	Rhode Island	Kent	40758	14.33040384
44005	Rhode Island	Newport	19131	12.05678837
44007	Rhode Island	Providence	172593	17.30625796
44009	Rhode Island	Washington	23642	12.1841856
45000	South Carolina		1252738	18.23390665
45001	South Carolina	Abbeville	5209	19.89503561
45003	South Carolina	Aiken	40555	17.70660401
45005	South Carolina	Allendale	2240	26.67764436
45007	South Carolina	Anderson	46882	16.18864329
45009	South Carolina	Bamberg	2946	22.69603939
45011	South Carolina	Barnwell	4647	22.07229805
45013	South Carolina	Beaufort	39347	12.3640594
45015	South Carolina	Berkeley	58190	16.56280042
45017	South Carolina	Calhoun	3190	19.35286656
45019	South Carolina	Charleston	118040	14.89329425
45021	South Carolina	Cherokee	13890	19.74734721
45023	South Carolina	Chester	7343	20.03129596
45025	South Carolina	Chesterfield	10711	21.83341851
45027	South Carolina	Clarendon	7236	22.00128998
45029	South Carolina	Colleton	8603	21.72048721
45031	South Carolina	Darlington	15625	23.45537945
45033	South Carolina	Dillon	7481	24.22417712
45035	South Carolina	Dorchester	42845	16.38660735
45037	South Carolina	Edgefield	6876	18.94110408
45039	South Carolina	Fairfield	4724	22.94439071
45041	South Carolina	Florence	34813	19.75471076
45043	South Carolina	Georgetown	11947	18.53880992
45045	South Carolina	Greenville	133217	15.40134188
45047	South Carolina	Greenwood	16734	19.04520344
45049	South Carolina	Hampton	5084	22.18057706
45051	South Carolina	Horry	74905	17.85581036
45053	South Carolina	Jasper	7474	23.53281546
45055	South Carolina	Kershaw	15136	16.1058857
45057	South Carolina	Lancaster	22670	18.02396166
45059	South Carolina	Laurens	15363	21.31371985
45061	South Carolina	Lee	4208	27.61655697
45063	South Carolina	Lexington	75874	16.66646492
45065	South Carolina	McCormick	2037	20.01428462
45067	South Carolina	Marion	7242	26.03578358
45069	South Carolina	Marlboro	7427	25.91876411
45071	South Carolina	Newberry	8664	17.77159186
45073	South Carolina	Oconee	16636	14.56135691
45075	South Carolina	Orangeburg	19442	22.77846107
45077	South Carolina	Pickens	27779	16.63388284
45079	South Carolina	Richland	110666	17.43024455
45081	South Carolina	Saluda	4592	22.34450217
45083	South Carolina	Spartanburg	76257	17.06596125
45085	South Carolina	Sumter	26615	22.27534254
45087	South Carolina	Union	6190	20.33681372
45089	South Carolina	Williamsburg	7378	25.17758321
45091	South Carolina	York	67808	14.16777886
46000	South Dakota		213892	13.36020225
46003	South Dakota	Aurora	609	9.701035843
46005	South Dakota	Beadle	4598	12.97967995
46007	South Dakota	Bennett	761	20.51414208
46009	South Dakota	Bon Homme	1721	11.83472737
46011	South Dakota	Brookings	7937	10.50999065
46013	South Dakota	Brown	9445	11.85716776
46015	South Dakota	Brule	1089	11.98089076
46017	South Dakota	Buffalo	455	29.56587817
46019	South Dakota	Butte	2209	12.85986262
46021	South Dakota	Campbell	245	9.565074952
46023	South Dakota	Charles Mix	1848	17.31249571
46025	South Dakota	Clark	770	11.87296108
46027	South Dakota	Clay	2966	13.26136067
46029	South Dakota	Codington	6903	12.10196657
46031	South Dakota	Corson	948	27.24143677
46033	South Dakota	Custer	1490	11.02939903
46035	South Dakota	Davison	4906	12.00460325
46037	South Dakota	Day	1022	13.23759606
46039	South Dakota	Deuel	898	10.65179844
46041	South Dakota	Dewey	1305	24.48254605
46043	South Dakota	Douglas	519	10.48005125
46045	South Dakota	Edmunds	810	9.683258967
46047	South Dakota	Fall River	1146	12.9723619
46049	South Dakota	Faulk	397	10.89002168
46051	South Dakota	Grant	1565	10.58812114
46053	South Dakota	Gregory	831	13.18506542
46055	South Dakota	Haakon	396	13.21498658
46057	South Dakota	Hamlin	1292	9.727378329
46059	South Dakota	Hand	639	9.710135084
46061	South Dakota	Hanson	730	10.35958693
46063	South Dakota	Harding	309	11.28319123
46065	South Dakota	Hughes	4594	11.52968824
46067	South Dakota	Hutchinson	1423	11.37125896
46069	South Dakota	Hyde	240	11.58549957
46071	South Dakota	Jackson	657	23.14468196
46073	South Dakota	Jerauld	369	10.25135394
46075	South Dakota	Jones	114	10.72569616
46077	South Dakota	Kingsbury	1025	10.54764473
46079	South Dakota	Lake	2488	11.3769234
46081	South Dakota	Lawrence	5603	10.41067129
46083	South Dakota	Lincoln	16402	9.264702717
46085	South Dakota	Lyman	882	17.06842124
46087	South Dakota	McCook	1174	10.50287239
46089	South Dakota	McPherson	465	12.00511522
46091	South Dakota	Marshall	1044	11.28240425
46093	South Dakota	Meade	7217	12.18078044
46095	South Dakota	Mellette	433	26.30907534
46097	South Dakota	Miner	462	10.77807932
46099	South Dakota	Minnehaha	53718	11.61817691
46101	South Dakota	Moody	1398	12.86997428
46102	South Dakota	Oglala Lakota	3608	31.51831411
46103	South Dakota	Pennington	27748	13.82969098
46105	South Dakota	Perkins	557	11.79030844
46107	South Dakota	Potter	394	9.836416915
46109	South Dakota	Roberts	2013	16.88196749
46111	South Dakota	Sanborn	538	10.47845322
46115	South Dakota	Spink	1320	10.76643843
46117	South Dakota	Stanley	701	9.625305269
46119	South Dakota	Sully	232	9.734063493
46121	South Dakota	Todd	2449	28.91648939
46123	South Dakota	Tripp	1046	14.07827962
46125	South Dakota	Turner	1832	10.88233236
46127	South Dakota	Union	3712	9.741206707
46129	South Dakota	Walworth	1242	11.41365626
46135	South Dakota	Yankton	5326	11.58755556
46137	South Dakota	Ziebach	707	29.16651189
47000	Tennessee		1731187	19.65377183
47001	Tennessee	Anderson	17800	19.09537056
47003	Tennessee	Bedford	12185	21.93914607
47005	Tennessee	Benton	3276	23.22925811
47007	Tennessee	Bledsoe	4045	22.52781923
47009	Tennessee	Blount	30155	19.82362298
47011	Tennessee	Bradley	26099	21.54069524
47013	Tennessee	Campbell	9318	21.53772916
47015	Tennessee	Cannon	3446	19.6572117
47017	Tennessee	Carroll	6238	21.00615653
47019	Tennessee	Carter	13458	23.79878314
47021	Tennessee	Cheatham	10127	17.52144312
47023	Tennessee	Chester	3880	19.51519039
47025	Tennessee	Claiborne	7597	22.00981309
47027	Tennessee	Clay	1510	24.77369496
47029	Tennessee	Cocke	7794	24.9023748
47031	Tennessee	Coffee	13246	20.34141682
47033	Tennessee	Crockett	3391	24.50971115
47035	Tennessee	Cumberland	11396	21.1530329
47037	Tennessee	Davidson	228586	16.75552136
47039	Tennessee	Decatur	2426	22.829012
47041	Tennessee	DeKalb	4884	21.64202298
47043	Tennessee	Dickson	13021	19.14591927
47045	Tennessee	Dyer	8983	20.9216902
47047	Tennessee	Fayette	8926	20.87013538
47049	Tennessee	Fentress	3739	24.50534501
47051	Tennessee	Franklin	9202	19.88737731
47053	Tennessee	Gibson	11610	20.2891107
47055	Tennessee	Giles	6456	20.4883318
47057	Tennessee	Grainger	5142	21.87069185
47059	Tennessee	Greene	15442	22.00782701
47061	Tennessee	Grundy	3045	24.96271915
47063	Tennessee	Hamblen	15227	22.79604304
47065	Tennessee	Hamilton	95125	19.13289245
47067	Tennessee	Hancock	1530	23.56825054
47069	Tennessee	Hardeman	6811	26.4021791
47071	Tennessee	Hardin	5583	24.36954444
47073	Tennessee	Hawkins	12767	20.74963843
47075	Tennessee	Haywood	4176	27.20945029
47077	Tennessee	Henderson	6758	22.51907599
47079	Tennessee	Henry	7010	21.67072396
47081	Tennessee	Hickman	6291	20.59474973
47083	Tennessee	Houston	1833	21.49026733
47085	Tennessee	Humphreys	4354	19.37045356
47087	Tennessee	Jackson	2520	23.91585349
47089	Tennessee	Jefferson	11983	18.45895861
47091	Tennessee	Johnson	4465	22.16037963
47093	Tennessee	Knox	118318	16.67281645
47095	Tennessee	Lake	2429	26.80435005
47097	Tennessee	Lauderdale	7045	29.07033138
47099	Tennessee	Lawrence	9934	20.9406522
47101	Tennessee	Lewis	2643	21.93054861
47103	Tennessee	Lincoln	7705	21.16945761
47105	Tennessee	Loudon	10462	17.84854966
47107	Tennessee	McMinn	12420	20.9215641
47109	Tennessee	McNairy	5904	24.53345864
47111	Tennessee	Macon	5786	22.31642516
47113	Tennessee	Madison	23518	23.53672812
47115	Tennessee	Marion	6724	20.93128683
47117	Tennessee	Marshall	8209	20.47329324
47119	Tennessee	Maury	23646	20.44358951
47121	Tennessee	Meigs	2633	20.44676682
47123	Tennessee	Monroe	10311	22.75724838
47125	Tennessee	Montgomery	63691	19.44606119
47127	Tennessee	Moore	1355	16.88403838
47129	Tennessee	Morgan	5962	22.45048996
47131	Tennessee	Obion	6885	23.46263679
47133	Tennessee	Overton	4948	21.60068127
47135	Tennessee	Perry	1794	25.03005138
47137	Tennessee	Pickett	980	20.00851537
47139	Tennessee	Polk	3719	21.0936132
47141	Tennessee	Putnam	18207	20.52281006
47143	Tennessee	Rhea	7510	21.63885662
47145	Tennessee	Roane	11198	19.95904511
47147	Tennessee	Robertson	17783	17.87967329
47149	Tennessee	Rutherford	88514	17.0057399
47151	Tennessee	Scott	5535	23.94527228
47153	Tennessee	Sequatchie	3505	21.65986303
47155	Tennessee	Sevier	22935	19.47347104
47157	Tennessee	Shelby	254212	20.61182374
47159	Tennessee	Smith	4518	19.04499812
47161	Tennessee	Stewart	2944	19.06462712
47163	Tennessee	Sullivan	35632	20.52552902
47165	Tennessee	Sumner	46269	17.35150993
47167	Tennessee	Tipton	15544	18.92513709
47169	Tennessee	Trousdale	2823	20.06955575
47171	Tennessee	Unicoi	3838	22.14141761
47173	Tennessee	Union	4563	21.98661143
47175	Tennessee	Van Buren	1234	21.98943432
47177	Tennessee	Warren	10068	23.88094358
47179	Tennessee	Washington	31009	19.91503767
47181	Tennessee	Wayne	4376	23.83240176
47183	Tennessee	Weakley	7100	21.99465144
47185	Tennessee	White	6042	24.64512212
47187	Tennessee	Williamson	52242	13.69344584
47189	Tennessee	Wilson	33709	16.57487394
48000	Texas		7861879	20.80662385
48001	Texas	Anderson	18726	19.72772264
48003	Texas	Andrews	4873	19.85100222
48005	Texas	Angelina	21780	20.90042999
48007	Texas	Aransas	4493	20.55054094
48009	Texas	Archer	1857	13.89139766
48011	Texas	Armstrong	403	12.28798997
48013	Texas	Atascosa	12378	23.67838846
48015	Texas	Austin	6614	17.11688887
48017	Texas	Bailey	1866	26.99170783
48019	Texas	Bandera	4011	16.93583361
48021	Texas	Bastrop	19718	20.34385226
48023	Texas	Baylor	626	17.13481195
48025	Texas	Bee	10466	23.85358589
48027	Texas	Bell	102139	20.28955675
48029	Texas	Bexar	563419	22.49203986
48031	Texas	Blanco	2120	16.31722229
48033	Texas	Borden	151	12.57925843
48035	Texas	Bosque	3558	17.59210963
48037	Texas	Bowie	25068	18.89508423
48039	Texas	Brazoria	101540	18.37629734
48041	Texas	Brazos	58658	17.97338885
48043	Texas	Brewster	2383	21.54532172
48045	Texas	Briscoe	299	19.31101797
48047	Texas	Brooks	1632	38.22644594
48049	Texas	Brown	8625	18.47503571
48051	Texas	Burleson	3986	17.6254747
48053	Texas	Burnet	9711	16.53701917
48055	Texas	Caldwell	10636	23.05885062
