fips	state	county	percent_less_than_18_years_of_age	percent_65_and_over
54097	West Virginia	Upshur	20.56113045	20.33995495
54099	West Virginia	Wayne	20.47366313	21.06449029
54101	West Virginia	Webster	20	23.22269161
54103	West Virginia	Wetzel	19.85592665	23.05173543
54105	West Virginia	Wirt	21.30360206	20.24013722
54107	West Virginia	Wood	20.92680783	20.4375141
54109	West Virginia	Wyoming	20.28769364	21.22101414
55000	Wisconsin		21.950427	16.95125954
55001	Wisconsin	Adams	14.49282485	29.10851189
55003	Wisconsin	Ashland	21.8525641	19.58333333
55005	Wisconsin	Barron	21.56363475	21.93782659
55007	Wisconsin	Bayfield	17.11208616	27.71572929
55009	Wisconsin	Brown	23.80760732	14.85811268
55011	Wisconsin	Buffalo	20.80761905	22.11047619
55013	Wisconsin	Burnett	17.74298337	28.56029106
55015	Wisconsin	Calumet	23.84218186	15.09400108
55017	Wisconsin	Chippewa	22.05971778	17.96990723
55019	Wisconsin	Clark	29.45345588	16.59800052
55021	Wisconsin	Columbia	21.23853691	17.87021863
55023	Wisconsin	Crawford	20.37935056	23.23982567
55025	Wisconsin	Dane	20.396634	13.7238091
55027	Wisconsin	Dodge	19.84814507	17.64089838
55029	Wisconsin	Door	16.25860196	29.75371242
55031	Wisconsin	Douglas	19.68848361	18.60535086
55033	Wisconsin	Dunn	19.65832798	15.68101748
55035	Wisconsin	Eau Claire	20.40197448	15.66380317
55037	Wisconsin	Florence	14.78824346	26.0356399
55039	Wisconsin	Fond du Lac	21.37465314	18.51532028
55041	Wisconsin	Forest	19.47503059	22.95628962
55043	Wisconsin	Grant	20.87519882	17.25375335
55045	Wisconsin	Green	22.08291587	18.71428958
55047	Wisconsin	Green Lake	22.42837509	22.20636431
55049	Wisconsin	Iowa	22.90606201	18.75394388
55051	Wisconsin	Iron	15.43340381	30.86680761
55053	Wisconsin	Jackson	21.76482078	18.97157926
55055	Wisconsin	Jefferson	21.09504399	16.95779347
55057	Wisconsin	Juneau	20.22016005	20.25021603
55059	Wisconsin	Kenosha	22.84482249	14.13255361
55061	Wisconsin	Kewaunee	21.51302556	20.44841289
55063	Wisconsin	La Crosse	19.78008966	16.40784911
55065	Wisconsin	Lafayette	24.48244825	18.67386739
55067	Wisconsin	Langlade	19.54536018	23.9568196
55069	Wisconsin	Lincoln	18.22745495	21.48506627
55071	Wisconsin	Manitowoc	20.56301692	20.47828616
55073	Wisconsin	Marathon	22.77667838	17.70682577
55075	Wisconsin	Marinette	19.19671564	23.79680467
55077	Wisconsin	Marquette	19.19787482	24.53673707
55078	Wisconsin	Menominee	33.9201374	13.20309146
55079	Wisconsin	Milwaukee	23.98457711	13.60502678
55081	Wisconsin	Monroe	25.39141387	17.00723111
55083	Wisconsin	Oconto	20.29606133	20.38858049
55085	Wisconsin	Oneida	17.06794474	26.03326755
55087	Wisconsin	Outagamie	23.55242441	14.72473514
55089	Wisconsin	Ozaukee	21.30750334	19.74603744
55091	Wisconsin	Pepin	20.86705995	22.37618329
55093	Wisconsin	Pierce	20.58042533	14.6022794
55095	Wisconsin	Polk	20.88857287	20.61791825
55097	Wisconsin	Portage	19.2622142	16.67559415
55099	Wisconsin	Price	18.11599612	25.65499739
55101	Wisconsin	Racine	23.06952753	16.51202539
55103	Wisconsin	Richland	21.69534442	22.85780054
55105	Wisconsin	Rock	23.11115743	16.56480454
55107	Wisconsin	Rusk	20.26578073	24.20301124
55109	Wisconsin	St. Croix	24.78872611	14.07897964
55111	Wisconsin	Sauk	22.79257265	18.52168905
55113	Wisconsin	Sawyer	19.49784705	25.92637516
55115	Wisconsin	Shawano	21.35993725	21.13197372
55117	Wisconsin	Sheboygan	22.02657289	18.00599363
55119	Wisconsin	Taylor	23.39800118	19.13090339
55121	Wisconsin	Trempealeau	24.95754365	18.10338972
55123	Wisconsin	Vernon	26.0484002	19.52574306
55125	Wisconsin	Vilas	16.91585377	30.8049959
55127	Wisconsin	Walworth	20.63865481	17.67677742
55129	Wisconsin	Washburn	19.15858421	26.25645547
55131	Wisconsin	Washington	21.9038565	17.98545246
55133	Wisconsin	Waukesha	21.50856423	18.65423547
55135	Wisconsin	Waupaca	20.28829604	20.86723517
55137	Wisconsin	Waushara	18.26237481	24.36631909
55139	Wisconsin	Winnebago	20.51514443	16.3852181
55141	Wisconsin	Wood	21.55636165	20.56258983
56000	Wyoming		23.32808873	16.50837665
56001	Wyoming	Albany	16.28714282	11.73544727
56003	Wyoming	Big Horn	25.2756502	20.99991583
56005	Wyoming	Campbell	27.33203294	10.06068487
56007	Wyoming	Carbon	22.83748581	17.11976488
56009	Wyoming	Converse	24.58944282	16.6202346
56011	Wyoming	Crook	24.30872483	20.63087248
56013	Wyoming	Fremont	25.55968733	18.26920645
56015	Wyoming	Goshen	20.07326555	21.93480861
56017	Wyoming	Hot Springs	21.09769484	26.2129528
56019	Wyoming	Johnson	21.91489362	23.68794326
56021	Wyoming	Laramie	23.27028775	16.02812803
56023	Wyoming	Lincoln	26.42790985	17.37161675
56025	Wyoming	Natrona	24.0662327	15.39531062
56027	Wyoming	Niobrara	17.75544389	22.61306533
56029	Wyoming	Park	20.59405265	23.20624744
56031	Wyoming	Platte	20.20779827	25.62456222
56033	Wyoming	Sheridan	21.3739953	20.99361625
56035	Wyoming	Sublette	22.51095486	19.47416692
56037	Wyoming	Sweetwater	26.22471023	12.11121693
56039	Wyoming	Teton	18.36575538	15.41527663
56041	Wyoming	Uinta	28.78959555	14.07951131
56043	Wyoming	Washakie	22.73937857	21.68674699
56045	Wyoming	Weston	20.76934118	20.51098034
